name,coil_type,x,y,z,ex_x,ex_y,ex_z,ey_x,ey_y,ey_z,ez_x,ez_y,ez_z
MLO12-2908,5001,-0.045449,-0.111755,0.011273,0.863413,-0.280733,0.419173,-0.325294,0.325294,0.887900,-0.385617,-0.902980,0.189543
MLO13-2908,5001,-0.064929,-0.100633,0.010431,0.624551,-0.348592,0.698871,-0.503862,0.503862,0.701603,-0.596707,-0.790321,0.139045
MLO14-2908,5001,-0.081135,-0.084405,0.009359,-0.503581,0.738460,0.448424,-0.321549,0.321549,-0.890625,-0.801881,-0.592692,0.075525
MLO21-2908,5001,-0.013696,-0.125487,-0.005972,0.948823,-0.273794,0.157388,-0.126649,0.126649,0.983829,-0.289300,-0.953413,0.085492
MLO22-2908,5001,-0.035130,-0.119321,-0.006366,0.936246,-0.291128,0.196690,-0.156290,0.156290,0.975268,-0.314668,-0.943832,0.100825
MLO23-2908,5001,-0.055906,-0.109384,-0.007892,0.837361,-0.514661,0.184256,-0.133819,0.133819,0.981929,-0.530018,-0.846886,0.043183
MLO24-2908,5001,-0.073622,-0.094978,-0.008874,-0.301297,0.350044,0.886955,-0.627545,0.627545,-0.460842,-0.717919,-0.695454,0.030591
MLO31-2908,5001,-0.024211,-0.123787,-0.025258,0.978605,-0.198976,0.052348,-0.044366,0.044366,0.998030,-0.200906,-0.979000,0.034589
MLO32-2908,5001,-0.045569,-0.116320,-0.026256,0.902720,-0.420101,0.092797,-0.069808,0.069808,0.995115,-0.424527,-0.904788,0.033691
MLO33-2908,5001,-0.064939,-0.103990,-0.027053,0.763161,-0.598448,0.243815,-0.173584,0.173584,0.969400,-0.622458,-0.782131,0.028592
MLO34-2908,5001,-0.081017,-0.087333,-0.027829,-0.596692,0.774572,0.209753,-0.149505,0.149505,-0.977393,-0.788420,-0.614562,0.026594
MLO41-2908,5001,-0.013079,-0.126450,-0.043905,0.994436,-0.101069,0.029689,-0.027081,0.027081,0.999266,-0.101799,-0.994511,0.024193
MLO43-2908,5001,-0.055487,-0.111607,-0.045616,0.852694,-0.517132,0.074081,-0.053923,0.053923,0.997088,-0.519620,-0.854206,0.018095
MLO44-2908,5001,-0.073184,-0.097132,-0.045996,0.017242,0.016832,0.999710,-0.707107,0.707107,0.000290,-0.706897,-0.706906,0.024094
MLO51-2908,5001,-0.023718,-0.125233,-0.063684,0.979133,-0.200080,0.035593,-0.030156,0.030156,0.999090,-0.200971,-0.979315,0.023493
MLO52-2908,5001,-0.045502,-0.117991,-0.064595,0.901478,-0.426591,0.073194,-0.054946,0.054946,0.996976,-0.429323,-0.902774,0.026093
MLO53-2908,5001,-0.064853,-0.105377,-0.064596,0.786142,-0.615930,0.051104,-0.036401,0.036401,0.998674,-0.616973,-0.786960,0.006196
MLP11-2908,5001,-0.018929,-0.073308,0.084049,0.746148,0.462908,0.478518,-0.652278,0.652278,0.386090,-0.133402,-0.600207,0.788641
MLP12-2908,5001,-0.049664,-0.053413,0.085509,0.573265,0.617195,0.538923,-0.705935,0.705935,-0.057544,-0.415961,-0.347457,0.840387
MLP21-2908,5001,-0.011677,-0.089204,0.070955,0.815148,0.330996,0.475369,-0.573795,0.573795,0.584396,-0.079332,-0.749134,0.657651
MLP22-2908,5001,-0.040547,-0.071975,0.079113,0.670854,0.431023,0.603469,-0.680738,0.680738,0.270540,-0.294195,-0.592297,0.750089
MLP23-2908,5001,-0.067529,-0.044764,0.076966,0.403520,0.703163,0.585435,-0.664900,0.664900,-0.340316,-0.628553,-0.251932,0.735834
MLP31-2908,5001,-0.021235,-0.100425,0.054812,0.834719,0.168106,0.524389,-0.525879,0.525879,0.668507,-0.163385,-0.833781,0.527365
MLP32-2908,5001,-0.037154,-0.088352,0.065204,0.738150,0.249125,0.626954,-0.619174,0.619174,0.482957,-0.267877,-0.744688,0.611295
MLP33-2908,5001,-0.057757,-0.077809,0.065933,0.624852,0.217816,0.749744,-0.660136,0.660136,0.358388,-0.416870,-0.718872,0.556275
MLP34-2908,5001,-0.073824,-0.060710,0.064262,0.281260,0.722119,0.632010,-0.634160,0.634160,-0.442360,-0.720232,-0.276377,0.636303
MLP35-2908,5001,-0.082736,-0.041055,0.062032,0.195971,0.800505,0.566380,-0.564398,0.564398,-0.602419,-0.801904,-0.201607,0.562410
MLP41-2908,5001,-0.042864,-0.100096,0.046816,0.650636,-0.012914,0.759280,-0.601522,0.601522,0.525683,-0.463512,-0.798752,0.383604
MLP42-2908,5001,-0.060172,-0.088991,0.047264,0.543324,0.120314,0.830857,-0.665307,0.665307,0.338724,-0.512021,-0.736812,0.441523
MLP43-2908,5001,-0.076698,-0.075775,0.046621,0.324163,0.160597,0.932270,-0.701727,0.701727,0.123118,-0.634427,-0.694109,0.340169
MLP44-2908,5001,-0.087500,-0.055436,0.046511,-0.033571,0.800187,0.598811,-0.503879,0.503879,-0.701579,-0.863122,-0.325281,0.386281
MLP45-2908,5001,-0.093245,-0.035021,0.044109,0.007045,0.920117,0.391581,-0.366690,0.366690,-0.855031,-0.930317,-0.137565,0.339981
MLP51-2908,5001,-0.011560,-0.113945,0.033368,0.890312,0.200860,0.408657,-0.454247,0.454247,0.766367,-0.031698,-0.867937,0.495662
MLP52-2908,5001,-0.034393,-0.110633,0.029456,0.827846,-0.155430,0.538992,-0.433228,0.433228,0.790333,-0.356348,-0.887781,0.291310
MLP53-2908,5001,-0.053985,-0.101907,0.029148,0.734426,-0.147622,0.662439,-0.514826,0.514826,0.685499,-0.442236,-0.844489,0.302102
MLP54-2908,5001,-0.072027,-0.088976,0.028737,0.231537,0.128805,0.964261,-0.705109,0.705109,0.075123,-0.670233,-0.697303,0.254080
MLP55-2908,5001,-0.085970,-0.072454,0.027045,-0.235531,0.619080,0.749177,-0.550376,0.550376,-0.627832,-0.801007,-0.560202,0.211096
MLP56-2908,5001,-0.095507,-0.050760,0.026954,-0.096858,0.941416,0.323038,-0.284781,0.284781,-0.915314,-0.953687,-0.180651,0.240514
MLP57-2908,5001,-0.099463,-0.029585,0.024461,-0.075580,0.966400,0.245679,-0.223674,0.223674,-0.948652,-0.971729,-0.126651,0.199253
MLT11-2908,5001,-0.093765,0.051373,-0.006429,0.363348,0.931508,0.016463,-0.028951,0.028951,-0.999161,-0.931203,0.362567,0.037488
MLT12-2908,5001,-0.100429,0.031577,0.000644,0.261402,0.965043,0.018999,-0.026981,0.026981,-0.999272,-0.964853,0.260699,0.033091
MLT13-2908,5001,-0.103039,0.011239,0.007787,0.023929,0.999262,0.030047,-0.030777,0.030777,-0.999052,-0.999240,0.022981,0.031491
MLT14-2908,5001,-0.103141,-0.020282,0.004786,-0.075984,0.996410,0.037319,-0.034757,0.034757,-0.998791,-0.996503,-0.077189,0.031992
MLT15-2908,5001,-0.103844,-0.043082,0.007283,-0.089198,0.993221,0.074533,-0.068534,0.068534,-0.995292,-0.993653,-0.093886,0.061956
MLT16-2908,5001,-0.093394,-0.065798,0.008142,-0.489703,0.812834,0.315422,-0.229097,0.229097,-0.946060,-0.841252,-0.535551,0.074028
MLT21-2908,5001,-0.088960,0.065359,-0.022138,0.387532,0.921746,0.014286,-0.026723,0.026723,-0.999286,-0.921469,0.386873,0.034988
MLT22-2908,5001,-0.099924,0.036102,-0.020733,0.292346,0.956227,0.012816,-0.019297,0.019297,-0.999628,-0.956118,0.291990,0.024094
MLT23-2908,5001,-0.105322,0.015303,-0.013509,0.066407,0.997584,0.020397,-0.021894,0.021894,-0.999521,-0.997552,0.065929,0.023295
MLT24-2908,5001,-0.110085,-0.006969,-0.012004,-0.044357,0.998410,0.034786,-0.033322,0.033322,-0.998889,-0.998460,-0.045467,0.031791
MLT25-2908,5001,-0.111724,-0.034670,-0.012174,-0.120660,0.991887,0.040009,-0.035915,0.035915,-0.998709,-0.992044,-0.121941,0.031290
MLT26-2908,5001,-0.105860,-0.057569,-0.011126,-0.295524,0.953721,0.055515,-0.044351,0.044351,-0.998031,-0.954305,-0.297405,0.029192
MLT27-2908,5001,-0.087454,-0.076305,-0.009869,-0.499893,0.858228,0.116411,-0.085092,0.085092,-0.992733,-0.861897,-0.506166,0.030491
MLT31-2908,5001,-0.086565,0.072712,-0.042128,0.423763,0.905729,0.008919,-0.018499,0.018499,-0.999658,-0.905584,0.423453,0.024594
MLT32-2908,5001,-0.095247,0.050313,-0.036547,0.351329,0.936200,0.009858,-0.016850,0.016850,-0.999716,-0.936101,0.351063,0.021694
MLT33-2908,5001,-0.105574,0.020054,-0.034610,0.109708,0.993823,0.016747,-0.018935,0.018935,-0.999641,-0.993784,0.109351,0.020895
MLT34-2908,5001,-0.111995,-0.002371,-0.033131,-0.028905,0.999166,0.028835,-0.028026,0.028026,-0.999214,-0.999189,-0.029690,0.027192
MLT35-2908,5001,-0.112341,-0.024551,-0.031570,-0.084516,0.996032,0.027869,-0.025774,0.025774,-0.999335,-0.996089,-0.085178,0.023493
MLT36-2908,5001,-0.110440,-0.047362,-0.030314,-0.207341,0.977559,0.037255,-0.031411,0.031411,-0.999013,-0.977764,-0.208306,0.024193
MLT37-2908,5001,-0.097059,-0.069486,-0.028817,-0.407688,0.910963,0.062749,-0.047479,0.047479,-0.997743,-0.911886,-0.409747,0.023895
MLT41-2908,5001,-0.093559,0.057201,-0.056780,0.372231,0.928085,0.010089,-0.018145,0.018145,-0.999671,-0.927963,0.371925,0.023595
MLT42-2908,5001,-0.101203,0.034577,-0.050707,0.255740,0.966707,0.008665,-0.012185,0.012185,-0.999852,-0.966669,0.255596,0.014896
MLT43-2908,5001,-0.111850,0.007951,-0.052633,0.018857,0.999548,0.023408,-0.023855,0.023855,-0.999431,-0.999538,0.018288,0.024294
MLT44-2908,5001,-0.112593,-0.014470,-0.051328,-0.051924,0.998296,0.026644,-0.025354,0.025354,-0.999357,-0.998329,-0.052567,0.023994
MLT45-2908,5001,-0.112651,-0.037243,-0.049600,-0.143028,0.989111,0.034682,-0.030605,0.030605,-0.999063,-0.989245,-0.143956,0.025894
MLT46-2908,5001,-0.106215,-0.060763,-0.047701,-0.311520,0.949129,0.045921,-0.036378,0.036378,-0.998676,-0.949543,-0.312778,0.023195
MLT47-2908,5001,-0.087363,-0.078825,-0.046652,-0.522407,0.847056,0.097913,-0.071135,0.071135,-0.994927,-0.849724,-0.526722,0.023094
MLT51-2908,5001,-0.099783,0.041018,-0.071286,0.318903,0.947708,0.012264,-0.019496,0.019496,-0.999620,-0.947587,0.318543,0.024694
MLT52-2908,5001,-0.108607,0.019280,-0.071673,0.105856,0.994228,0.017446,-0.019630,0.019630,-0.999615,-0.994188,0.105472,0.021595
MLT53-2908,5001,-0.114107,-0.004067,-0.070696,-0.030863,0.999242,0.023728,-0.023023,0.023023,-0.999470,-0.999258,-0.031392,0.022295
MLT54-2908,5001,-0.113958,-0.027438,-0.069073,-0.097438,0.994830,0.028615,-0.026180,0.026180,-0.999314,-0.994897,-0.098120,0.023493
MLT55-2908,5001,-0.110860,-0.050957,-0.066985,-0.226717,0.972918,0.045067,-0.037514,0.037514,-0.998592,-0.973238,-0.228088,0.027993
MLT56-2908,5001,-0.095797,-0.071214,-0.065621,-0.462709,0.879551,-0.110864,0.082037,-0.082037,-0.993247,-0.882706,-0.468679,-0.034197
MLT57-2908,5001,-0.081002,-0.089156,-0.064514,-0.608506,0.760015,0.228249,-0.162331,0.162331,-0.973292,-0.776768,-0.629306,0.024594
MRC11-2908,5001,0.010341,0.066393,0.077892,-0.742366,0.621248,-0.250887,-0.669191,-0.669191,0.323060,0.032809,0.407720,0.912517
MRC12-2908,5001,0.028437,0.054951,0.080455,-0.729998,0.676716,-0.095700,-0.657954,-0.657954,0.366322,0.184930,0.330380,0.925554
MRC13-2908,5001,0.048202,0.046792,0.077412,-0.688917,0.723477,0.044440,-0.619605,-0.619605,0.481850,0.376143,0.304419,0.875126
MRC14-2908,5001,0.067189,0.034233,0.071486,-0.602577,0.781493,0.161770,-0.557001,-0.557001,0.616036,0.571534,0.281103,0.770928
MRC15-2908,5001,0.081766,0.020674,0.063810,-0.537650,0.809339,0.236437,-0.548786,-0.548786,0.630609,0.640130,0.209293,0.739209
MRC16-2908,5001,0.092193,0.004191,0.054676,-0.379259,0.896191,0.230224,-0.376848,-0.376848,0.846151,0.845073,0.234151,0.480651
MRC17-2908,5001,0.096832,-0.014320,0.040723,-0.007637,0.953382,0.301670,-0.290761,-0.290761,0.911546,0.956765,-0.080752,0.279427
MRC21-2908,5001,0.031324,0.034254,0.086630,-0.717752,0.694875,-0.044507,-0.664569,-0.664569,0.341607,0.207796,0.274767,0.938789
MRC22-2908,5001,0.050816,0.025968,0.082959,-0.676836,0.731961,0.078267,-0.632954,-0.632954,0.445800,0.375847,0.252194,0.891704
MRC23-2908,5001,0.067334,0.013190,0.077412,-0.569053,0.786991,0.238377,-0.593823,-0.593823,0.542908,0.568817,0.167389,0.805250
MRC24-2908,5001,0.079323,-0.002978,0.071889,-0.517446,0.821227,0.240491,-0.527368,-0.527368,0.666158,0.673894,0.217874,0.705973
MRC25-2908,5001,0.087806,-0.020786,0.059661,-0.164636,0.873689,0.457779,-0.476781,-0.476781,0.738485,0.863467,-0.096679,0.495054
MRC31-2908,5001,0.060073,-0.005917,0.084980,-0.584060,0.767833,0.263261,-0.634070,-0.634070,0.442619,0.506783,0.091590,0.857194
MRC32-2908,5001,0.074618,-0.025370,0.076396,-0.284287,0.756316,0.589209,-0.615248,-0.615248,0.492889,0.735289,-0.222388,0.640229
MRC41-2908,5001,0.042975,0.007147,0.090296,-0.685764,0.724010,0.074419,-0.664585,-0.664585,0.341545,0.296740,0.184761,0.936915
MRC42-2908,5001,0.055779,-0.026876,0.088250,-0.563809,0.741895,0.362921,-0.668035,-0.668035,0.327807,0.485642,-0.057623,0.872256
MRC51-2908,5001,0.010425,0.031116,0.090196,-0.724089,0.672761,-0.151945,-0.687758,-0.687758,0.232329,0.051800,0.272729,0.960695
MRC52-2908,5001,0.022299,0.013124,0.093501,-0.715646,0.696292,-0.055038,-0.686211,-0.686211,0.241304,0.130250,0.210456,0.968888
MRC53-2908,5001,0.039471,-0.013776,0.094389,-0.675743,0.724276,0.137101,-0.685944,-0.685944,0.242823,0.269914,0.070042,0.960334
MRC54-2908,5001,0.037598,-0.037086,0.094298,-0.656835,0.694918,0.292671,-0.704133,-0.704133,0.091623,0.269749,-0.145898,0.951814
MRC55-2908,5001,0.027395,-0.055851,0.091853,-0.687233,0.603833,0.403852,-0.699686,-0.699686,-0.144492,0.195321,-0.381869,0.903341
MRC61-2908,5001,0.010853,-0.004882,0.098207,-0.711656,0.700467,-0.053779,-0.699576,-0.699576,0.145553,0.064333,0.141206,0.987888
MRC62-2908,5001,0.020770,-0.024184,0.098723,-0.696161,0.710738,0.101051,-0.703457,-0.703457,0.101472,0.143205,-0.000444,0.989693
MRC63-2908,5001,0.010206,-0.043833,0.097924,-0.706192,0.677004,0.207262,-0.703627,-0.703627,-0.099089,0.078751,-0.215811,0.973254
MRF11-2908,5001,0.022361,0.122623,-0.011720,-0.011000,-0.049774,0.998700,0.976440,-0.215787,-0.000000,0.215506,0.975171,0.050975
MRF12-2908,5001,0.043653,0.115192,-0.014223,-0.020099,-0.041021,0.998956,0.897998,-0.440000,0.000000,0.439541,0.897060,0.045680
MRF13-2908,5001,0.062590,0.103666,-0.019576,-0.023721,-0.029285,0.999290,0.777070,-0.629414,-0.000000,0.628967,0.776518,0.037687
MRF14-2908,5001,0.076701,0.088802,-0.029145,-0.562601,0.826701,0.006827,-0.025832,-0.025832,0.999332,0.826325,0.562049,0.035888
MRF21-2908,5001,0.010810,0.123556,0.008226,-0.021054,-0.127307,0.991640,0.986599,-0.163166,0.000000,0.161802,0.978351,0.129036
MRF22-2908,5001,0.031990,0.118700,0.007460,-0.036818,-0.104682,0.993824,0.943354,-0.331787,0.000000,0.329738,0.937528,0.110968
MRF23-2908,5001,0.051309,0.110756,0.005283,-0.039952,-0.088111,0.995309,0.910751,-0.412957,0.000000,0.411019,0.906478,0.096746
MRF24-2908,5001,0.069428,0.096874,0.000101,-0.618428,0.785822,0.005511,-0.032886,-0.032886,0.998918,0.785153,0.617577,0.046181
MRF25-2908,5001,0.080844,0.080975,-0.008995,-0.483733,0.875159,0.009970,-0.025454,-0.025454,0.999352,0.874845,0.483166,0.034589
MRF31-2908,5001,0.021504,0.116122,0.026968,-0.078272,-0.325913,0.942154,0.972352,-0.233522,-0.000000,0.220013,0.916105,0.335180
MRF32-2908,5001,0.042166,0.110153,0.025103,-0.092084,-0.229416,0.968963,0.928033,-0.372497,0.000000,0.360936,0.899230,0.247207
MRF33-2908,5001,0.062165,0.098843,0.021837,-0.683885,0.729525,0.009710,-0.203735,-0.203735,0.957593,0.700567,0.652905,0.287961
MRF34-2908,5001,0.076819,0.084160,0.015721,-0.533551,0.845322,0.027457,-0.087392,-0.087392,0.992333,0.841241,0.527061,0.120502
MRF35-2908,5001,0.086639,0.067054,0.006727,-0.389072,0.920912,0.023335,-0.043791,-0.043791,0.998081,0.920166,0.387303,0.057365
MRF41-2908,5001,0.010516,0.108015,0.044551,-0.881617,0.321469,-0.345555,-0.464856,-0.464856,0.753536,0.081605,0.824964,0.559262
MRF42-2908,5001,0.031630,0.105015,0.043922,-0.108995,-0.446170,0.888286,0.971433,-0.237313,-0.000000,0.210802,0.862911,0.459290
MRF43-2908,5001,0.052730,0.095988,0.041538,-0.739909,0.672000,-0.030815,-0.381899,-0.381899,0.841609,0.553793,0.634483,0.539207
MRF44-2908,5001,0.069194,0.082857,0.037181,-0.670526,0.741384,0.027306,-0.338374,-0.338374,0.878069,0.660226,0.579529,0.477754
MRF45-2908,5001,0.083560,0.067507,0.027899,-0.383573,0.922004,0.052733,-0.097012,-0.097012,0.990544,0.918401,0.374830,0.126656
MRF46-2908,5001,0.093603,0.047987,0.015130,-0.377266,0.925324,0.038038,-0.069073,-0.069073,0.995217,0.923526,0.372834,0.089974
MRF51-2908,5001,0.018120,0.095576,0.060442,0.833956,0.410568,-0.368715,-0.548941,0.548941,-0.630339,-0.056395,0.728078,0.683171
MRF52-2908,5001,0.040493,0.088920,0.058271,-0.748925,0.658920,-0.070257,-0.524059,-0.524059,0.671360,0.405554,0.539617,0.737794
MRF53-2908,5001,0.058638,0.077332,0.054447,-0.707805,0.706407,-0.000778,-0.437104,-0.437104,0.786054,0.554934,0.556713,0.618157
MRF54-2908,5001,0.074815,0.063707,0.048689,-0.550972,0.824352,0.129897,-0.394383,-0.394383,0.830014,0.735453,0.406086,0.542405
MRF55-2908,5001,0.089444,0.047855,0.036387,-0.341363,0.933137,0.112813,-0.184064,-0.184064,0.965526,0.921733,0.308830,0.234589
MRF56-2908,5001,0.099400,0.028933,0.022453,-0.315579,0.944364,0.092669,-0.144277,-0.144277,0.978963,0.937867,0.295570,0.181781
MRF61-2908,5001,0.027803,0.077019,0.070606,-0.765303,0.617204,-0.182675,-0.613453,-0.613453,0.497343,0.194899,0.492681,0.848104
